file_name,caption_1,caption_2,caption_3,caption_4,caption_5
Hand-held shower head handling .wav,A person using a hard object to tap and scrape glasses.,Different hard objects are striking other hard objects in differing ways.,Different hard objects are striking other hard objects in different ways.,Someone is pushing their fingers along a metal comb before tapping against something and filing.,Someone using a hard object to tap and scratch glass.
MrM_OldAutoFocus_Nikon2020.wav,An buzzing ratchet is set in place of its harness as the jack in the box jumps out.,Clicking noises between static noises of varying length and electricity buzzing.,Someone is pushing buttons on a device while it buzzes the rotors.,Someone pushing buttons on a device while it buzzes the rotors.,The clicking noises between static noises are of varying lengths and electricity buzzes.
Interior Plane Taking Off.wav,"A fan is blowing indoors, while a mother and child are playing outdoors.",A mother is playing with her child outside while a fan is cooling off the inside.,Air moving through a constricted area and people talking in the background.,The quieted voices of people and children conversing while the wind blows outside.,Wind blowing outside with muffled noises of people and children talking.
twohoundsbarking.wav,An agitated pair of dogs bark at each other.,Dogs are consistently barking at regular intervals at an average pitch.,Dogs bark at a medium pace and pitch nearly constantly.,Several different dogs are barking in close proximity to each other.,Several different dogs barking in close proximity to each other.
WILDTRACK Mixed woodland in Minnesota USA.wav,"A bird has been squawking continuously, and then the other birds whistle.",A bird squawks continuously and then other birds whistle.,"Different feathered creatures screech, caw, and trill to one another as a delicate breeze blows out of sight.",Several different kinds of birds are all together and singing.,"Various types of birds squawk, caw, and chirp to each other as a soft wind blows in the background."
Static sputtering noises 1.wav,A static with a high pitch coming from a television.,A television is emitting static with a high pitch.,Someone is trying to tune the static on a radio in search of a station.,Someone trying to tune the static from a radio in search of a station.,The output of the frequency of a radio signal was distorted
Ketchup Farts #2.wav,A liquid is completely squeezed out of a tube.,A liquid is squeezed out of a tube until it is empty.,An air bladder being emptied into a jelly like material.,Something is being squeezed out of a bottle with difficulty.,The last of the liquid soap is being squeezed out of the bottle.
Serving Water Slowly.wav,A glass is placed on a hard surface and liquid is poured into it.,A person is slowly pouring a liquid into a container.,Silverware is being placed on a table as someone pours a glass of water.,Someone retrieves a handful of ice cubes and pours a beverage into a glass.,people place silverware down on the table as someone pours water
Knocking at door.wav,A person is in an enclosed room knocking on a door.,"An object begins tapping against a surface quietly, and the tapping grows louder and more urgent.",Someone is hammering wooden dowels into place for a flat pack build.,"Someone is knocking on a door first lightly, but then the knocks get louder and more urgent.",The knocking of someone starts quietly but gets louder and faster.
LittleChild_WoodenFloorFootsteps_01.wav,A hammer is pounding quickly then slows down towards the end.,A pounding fist in an arrhythmic pattern bangs against a wooden surface.,Heavy rhythmic dance steps along a wooden floor followed by standard walking.,Heavy rhythmic dance steps tapping on a wooden floor followed by normal walking.,Someone is repeatedly knocking on a hard surface at a medium pace.
MagnusSmallElectrWindOrgan.wav,A person playing a harmonica varies between different pitches.,An accordion is played at different tones of high and low.,High and low notes being played on an accordion.,Musical notes from an accordion rise and descend as they are played.,Someone is playing a simple music using an accordion
Metal_Workshop_3.wav,A drill is being used and then a piece of metal clatters to the ground.,Employees working in an automotive shop and moving around parts.,Large machinery is being operated while a sander is sanding metal in the background.,"When a drill was being used, a piece of metal clatters to the ground.",Workers in an auto garage working and moving around parts.
"Ninos y monitores en el comedor, catalan_castellano.wav",A family is speaking to each other while dishes are clanging in the background and a chair is moved.,A family speaking to each other with dishes clanging in the background and a chair being moved.,People talking to each other at a dinner table.,"Two women have a conversation, and are interrupted by a young girl and someone lets out a hush.","Two women have a conversation, and they hush a young girl whom interrupts them."
Plane Edge540 Hannes Arch.wav,"A plane flies by, and people politely clap.",People applauded as the plane buzzed and roared past them,People are applauding as a plane is flying by loudly.,People clap after a plane flies past them,a plane goes by followed by people clapping
